seed,epoch,train_loss,val_iou,lr
2,1,0.9128225738831326,0.4256419197172006,9.972883382072954e-05
2,2,0.853282487608813,0.43349222104242646,9.891830623632339e-05
2,3,0.8354495134972738,0.4575632272333878,9.757729755661011e-05
2,4,0.8226055072005832,0.46164778413867646,9.572050015330873e-05
2,5,0.816345734441679,0.4585123081977586,9.336825748732972e-05
2,6,0.808904770569779,0.45587471983012856,9.05463412215599e-05
2,7,0.8044469002361088,0.46096049201792216,8.728566886113101e-05
2,8,0.798139344011992,0.45838545575848555,8.362196501476347e-05
2,9,0.7964824650133893,0.45253153640053817,7.959536998847741e-05
2,10,0.7951314356370182,0.47766231227807276,7.524999999999999e-05
2,11,0.7912283338968712,0.44193424447005875,7.06334638322521e-05
2,12,0.7891299181180825,0.44589568858008194,6.579634122155988e-05
2,13,0.7859034236824616,0.464824494116108,6.079162869547907e-05
2,14,0.7835345276363646,0.45607058460024374,5.567415893174884e-05
2,15,0.7790562200420889,0.4514115798161611,5.05e-05
2,16,0.780219542587458,0.4773440497078782,4.532584106825115e-05
2,17,0.777414830818179,0.47155113746840366,4.0208371304520894e-05
